,Player,Position,Age,Height,Weight,GP
19,Alec Regula,D,23.2,76,208,
20,Aleksander Barkov,C,28.1,75,215,72.42980000000004
21,Aleksi Heponiemi,C,24.7,70,155,69.82019999999999
22,Alex Barr��-Boulet,C,26.4,70,180,70.47330000000002
23,Alex Belzile,R,32.1,72,196,69.3226
24,Alex Chiasson,R,33.0,76,208,71.04430000000002
25,Alex DeBrincat,R,25.8,68,178,74.27119999999996
26,Alex Galchenyuk,C,29.6,73,194,67.88139999999997
27,Alex Goligoski,D,38.2,71,173,
28,Alex Iafallo,L,29.8,72,200,73.47299999999997
29,Alex Killorn,L,34.0,73,194,78.64340000000004
30,Alex Newhook,C,22.7,70,190,76.2879
31,Alex Nylander,L,25.6,73,192,63.8784
32,Alex Ovechkin,L,38.0,75,238,72.42519999999998
33,Alex Pietrangelo,D,33.7,75,215,
34,Alex Steeves,C,23.8,72,196,68.42370000000001
35,Alex Tuch,R,27.4,76,219,69.8635
36,Alex Turcotte,C,22.6,71,185,66.17250000000001
37,Alex Vlasic,D,22.3,78,199,
38,Alex Wennberg,C,29.0,74,190,77.95110000000001
39,Alexander Alexeyev,D,23.9,76,213,
40,Alexander Barabanov,L,29.3,70,195,72.20609999999999
41,Alexander Edler,D,37.4,76,210,
42,Alexander Holtz,R,21.7,72,195,66.3251
43,Alexander Kerfoot,C,29.1,71,186,79.18689999999997
44,Alexander Romanov,D,23.7,73,215,
45,Alexandre Carrier,D,27.0,71,174,
46,Alexey Toropchenko,R,24.3,78,222,65.40829999999998
47,Alexis Lafreni��re,L,22.0,73,195,76.2604
48,Aliaksei Protas,C,22.7,78,225,71.9288
49,Anders Bjork,L,27.2,72,190,64.9043
50,Anders Lee,L,33.2,75,235,77.37860000000008
51,Andre Burakovsky,L,28.6,75,209,72.56750000000002
52,Andreas Athanasiou,C,29.2,74,190,74.08049999999999
53,Andreas Englund,D,27.7,75,189,
54,Andreas Johnsson,L,28.9,70,195,68.40850000000003
55,Andrei Kuzmenko,L,27.7,71,194,75.77590000000001
56,Andrei Svechnikov,R,23.5,74,195,74.32500000000003
57,Andrew Agozzino,L,32.7,70,187,67.97769999999997
58,Andrew Cogliano,C,36.3,70,179,73.51560000000003
59,Andrew Copp,C,29.2,73,199,78.5747
60,Andrew Mangiapane,L,27.5,70,184,79.23760000000003
61,Andrew Peeke,D,25.5,75,210,
62,Andy Andreoff,C,32.4,73,208,69.32860000000002
63,Anthony Beauvillier,L,26.3,71,180,75.69500000000004
64,Anthony Cirelli,C,26.2,72,189,74.34970000000001
65,Anthony Duclair,L,28.1,71,197,69.95039999999999
66,Anthony Mantha,R,29.0,77,234,70.8389
67,Anthony Richard,C,26.8,71,183,70.12010000000004
68,Anton Blidh,L,28.6,73,197,67.2318
69,Anton Levtchi,L,27.8,72,185,67.81090000000003
70,Anton Lundell,C,22.0,73,185,74.6199
71,Anton Stralman,D,37.2,71,193,
72,Anze Kopitar,C,36.1,75,225,76.42330000000001
73,Arber Xhekaj,D,22.7,76,238,
74,Arnaud Durandeau,L,24.7,72,185,67.47149999999998
75,Artem Zub,D,28.0,74,200,
76,Artemi Panarin,L,31.9,72,173,73.33950000000002
77,Arthur Kaliyev,R,22.3,74,210,71.12400000000002
78,Artturi Lehkonen,L,28.2,71,179,73.55050000000001
79,Austin Czarnik,C,30.8,69,170,71.7427
80,Austin Strand,D,26.6,75,215,
81,Austin Wagner,L,26.3,73,195,64.8706
82,Austin Watson,L,31.7,76,204,66.16290000000002
83,Auston Matthews,C,26.0,75,208,73.36680000000001
84,Axel Jonsson-Fjallby,L,25.6,73,189,68.52109999999999
85,Barclay Goodrow,C,30.6,74,204,75.87689999999998
86,Barrett Hayton,C,23.3,73,207,74.72210000000001
87,Beck Malenstyn,L,25.7,75,200,67.39229999999999
88,Ben Chiarot,D,32.4,75,232,
89,Ben Harpur,D,28.7,78,231,
90,Ben Hutton,D,30.4,75,201,
91,Ben Meyers,C,24.9,71,194,66.4392
92,Benoit-Olivier Groulx,C,23.6,74,200,64.46379999999998
93,Billy Sweezey,D,27.6,73,206,
94,Blake Coleman,C,31.8,71,199,78.04140000000001
95,Blake Lizotte,C,25.8,69,170,69.12630000000003
96,Blake Wheeler,R,37.1,77,220,70.03599999999997
97,Bo Horvat,C,28.5,72,215,76.57309999999997
98,Bobby McMann,C,27.3,74,208,71.9047
99,Bokondji Imama,L,27.2,73,221,64.43450000000003
100,Boone Jenner,C,30.3,74,203,71.42340000000002
101,Boris Katchouk,L,25.3,74,206,71.91570000000003
102,Bowen Byram,D,22.3,73,190,
103,Brad Hunt,D,35.1,69,177,
104,Brad Malone,C,34.4,74,217,62.920200000000015
105,Brad Marchand,L,35.4,69,176,73.10459999999999
106,Braden Schneider,D,22.0,75,208,
107,Brady Skjei,D,29.5,75,210,
108,Brady Tkachuk,L,24.0,76,221,72.71840000000006
109,Brandon Carlo,D,26.8,78,218,
110,Brandon Duhaime,R,26.4,74,200,74.52969999999999
111,Brandon Hagel,L,25.1,74,179,74.34700000000004
112,Brandon Montour,D,29.5,72,194,
113,Brandon Saad,L,30.9,73,215,72.16359999999997
114,Brandon Tanev,L,31.8,72,189,71.11170000000003
115,Brandt Clarke,D,20.6,74,185,
116,Brayden McNabb,D,32.7,76,215,
117,Brayden Pachal,D,24.1,74,203,
118,Brayden Point,C,27.6,71,180,74.39240000000001
119,Brayden Schenn,C,32.1,73,199,72.30039999999998
120,Brendan Gallagher,R,31.4,69,186,66.51249999999999
121,Brendan Gaunce,C,29.5,75,219,63.898499999999984
122,Brendan Lemieux,L,27.5,73,215,66.98410000000001
123,Brendan Smith,D,34.6,74,200,
124,Brenden Dillon,D,32.9,76,224,
125,Brent Burns,D,38.6,77,230,
126,Brett Howden,C,25.5,74,203,69.27080000000002
127,Brett Kulak,D,29.7,73,197,
128,Brett Leason,R,24.4,77,218,70.63849999999996
129,Brett Pesce,D,28.9,75,206,
130,Brett Ritchie,R,30.3,76,215,67.87260000000002
131,Brett Seney,L,27.6,69,156,69.82580000000002
132,Brian Dumoulin,D,32.1,76,207,
133,Brock Boeser,R,26.6,73,208,74.47449999999998
134,Brock Faber,D,21.1,73,200,
135,Brock McGinn,L,29.7,72,187,69.48949999999996
136,Brock Nelson,C,32.0,76,210,75.97100000000002
137,Bryan Rust,R,31.4,71,192,73.9916
138,Buddy Robinson,R,32.0,78,232,63.226600000000026
139,Byron Froese,C,32.6,73,202,69.29580000000004
140,CJ Suess,L,29.5,71,190,69.9118
141,Cal Clutterbuck,R,35.9,72,212,66.10899999999997
142,Cal Foote,D,24.8,77,224,
143,Cale Fleury,D,24.9,73,204,
144,Cale Makar,D,24.9,71,187,
145,Caleb Jones,D,26.3,73,194,
146,Calen Addison,D,23.5,71,173,
147,Callahan Burke,C,26.5,70,183,69.53549999999998
148,Calle Jarnkrok,C,32.0,72,192,72.31840000000003
149,Calle Rosen,D,29.7,73,188,
150,Calvin de Haan,D,32.4,73,195,
151,Cam Fowler,D,31.8,74,215,
152,Cam York,D,22.7,71,175,
153,Carl Grundstrom,R,25.8,72,195,71.7239
154,Carson Meyer,R,26.1,71,184,68.86780000000002
155,Carson Soucy,D,29.2,77,208,
156,Carter Verhaeghe,C,28.1,74,180,73.26880000000001
157,Casey Cizikas,C,32.6,71,190,73.46000000000002
158,Casey Fitzgerald,D,26.6,71,188,
159,Casey Mittelstadt,C,24.9,73,195,73.19189999999996
160,Chad Ruhwedel,D,33.4,71,191,
161,Chandler Stephenson,C,29.4,72,209,77.02479999999997
162,Charles Hudon,L,29.3,70,190,67.9438
163,Charlie Coyle,C,31.6,75,223,75.4755
164,Charlie McAvoy,D,25.8,73,209,
165,Chris Kreider,L,32.4,75,230,75.44060000000002
166,Chris Tanev,D,33.8,74,193,
167,Chris Tierney,C,29.3,73,191,66.05919999999998
168,Chris Wagner,R,32.3,72,192,69.2786
169,Chris Wideman,D,33.7,70,181,
170,Christian Dvorak,C,27.7,73,193,72.27680000000001
171,Christian Fischer,R,26.5,74,212,71.38919999999999
172,Christian Wolanin,D,28.5,74,190,
173,Claude Giroux,R,35.7,71,190,76.60350000000001
174,Clayton Keller,R,25.2,70,178,73.48100000000004
175,Cody Ceci,D,29.8,74,210,
176,Cody Glass,C,24.5,75,206,71.68729999999998
177,Cole Bardreau,C,30.2,72,186,68.0574
178,Cole Caufield,R,22.7,67,174,74.0837
179,Cole Guttman,C,24.5,69,167,70.26850000000002
180,Cole Koepke,L,25.4,73,196,65.1285
181,Cole McWard,D,22.3,73,192,
182,Cole Perfetti,C,21.7,71,184,72.93620000000001
183,Cole Sillinger,C,20.4,73,201,72.4844
184,Cole Smith,L,27.9,75,195,67.50389999999999
185,Colin Blackwell,C,30.5,69,190,71.30069999999999
186,Colin Miller,D,30.9,73,200,
187,Colin White,C,26.7,73,194,68.57300000000001
188,Colton Parayko,D,30.4,78,228,
189,Colton Sissons,C,29.9,73,200,74.79119999999998
190,Colton White,D,26.4,73,187,
191,Connor Brown,R,29.7,72,181,71.75299999999999
192,Connor Carrick,D,29.5,70,198,
193,Connor Clifton,D,28.4,71,190,
194,Connor Dewar,C,24.3,70,183,77.96450000000002
195,Connor Mackey,D,27.1,74,197,
196,Connor McDavid,C,26.7,73,193,77.0689
197,Connor McMichael,C,22.7,72,180,67.29729999999998
198,Connor Murphy,D,30.5,76,212,
199,Conor Garland,R,27.6,70,165,74.28479999999999
200,Conor Sheary,L,31.3,69,179,74.03819999999997
201,Conor Timmins,D,25.0,74,202,
202,Corey Perry,R,38.4,75,208,71.74040000000001
203,Corey Schueneman,D,28.1,71,197,
204,Craig Smith,C,34.1,72,204,71.332
205,Curtis Lazar,C,28.7,72,203,65.68919999999999
206,Dakota Joshua,C,27.4,75,206,76.64169999999999
207,Dakota Mermis,D,29.7,72,195,
208,Damien Giroux,C,23.6,70,179,72.347
209,Damon Severson,D,29.2,74,205,
210,Dan Renouf,D,29.3,73,198,
211,Daniel Sprong,R,26.5,72,202,71.092
212,Daniil Miromanov,D,26.2,76,200,
213,Danil Gushchin,L,21.6,68,165,68.96759999999999
214,Dante Fabbro,D,25.3,72,189,
215,Danton Heinen,L,28.2,73,188,71.95530000000001
216,Darnell Nurse,D,28.7,76,221,
217,Darren Helm,C,36.7,72,192,67.41479999999999
218,Darren Raddysh,D,27.6,73,200,
219,David Gust,R,29.6,70,177,71.4046
220,David Gustafsson,C,23.5,74,212,68.917
221,David Jiricek,D,19.8,76,199,
222,David Kampf,C,28.7,74,197,77.37250000000002
223,David Krejci,C,37.4,72,192,70.51749999999997
224,David Pastrnak,R,27.4,73,195,73.8066
225,David Perron,L,35.3,73,196,73.69579999999996
226,David Savard,D,32.9,73,235,
227,Dawson Mercer,C,21.9,72,180,79.34109999999997
228,Denis Gurianov,R,26.3,75,205,70.96890000000002
229,Denis Malgin,C,26.7,69,182,70.27590000000004
230,Dennis Cholowski,D,25.6,74,210,
231,Dennis Gilbert,D,26.9,74,216,
232,Derek Forbort,D,31.6,76,208,
233,Derek Grant,C,33.4,75,210,69.94290000000002
234,Derek Ryan,C,36.8,70,185,69.64719999999998
235,Derek Stepan,C,33.3,71,196,70.9881
236,Derick Brassard,C,36.0,73,200,69.0224
237,Derrick Pouliot,D,29.7,72,196,
238,Devin Shore,C,29.2,73,206,66.32019999999996
239,Devon Toews,D,29.6,73,191,
240,Dillon Dube,C,25.2,71,185,73.92969999999998
241,Dillon Heatherington,D,28.4,76,215,
242,Dmitri Samorukov,D,24.3,75,188,
243,Dmitry Kulikov,D,32.9,73,201,
244,Dmitry Orlov,D,32.2,71,214,
245,Dominic Toninato,C,29.6,74,191,65.8253
246,Dominik Kubalik,L,28.1,74,190,76.22930000000001
247,Dougie Hamilton,D,30.3,78,230,
248,Drake Batherson,R,25.4,75,200,75.07489999999999
249,Drake Caggiula,C,29.3,70,176,71.32639999999998
250,Drew Doughty,D,33.8,73,210,
251,Drew Helleson,D,22.5,75,190,
252,Drew O'Connor,L,25.3,75,200,73.75900000000001
253,Dryden Hunt,L,27.9,72,193,67.17229999999996
254,Dylan Coghlan,D,25.6,74,208,
255,Dylan Cozens,C,22.6,75,195,71.36079999999998
256,Dylan DeMelo,D,30.4,72,195,
257,Dylan Gambrell,C,27.1,71,185,65.45050000000003
258,Dylan Guenther,R,20.5,74,175,70.1437
259,Dylan Holloway,L,22.0,73,203,70.21750000000002
260,Dylan Larkin,C,27.2,73,198,73.5093
261,Dylan McIlrath,D,31.4,77,232,
262,Dylan Samberg,D,24.7,76,219,
263,Dylan Strome,C,26.6,75,200,71.81729999999999
264,Dysin Mayo,D,27.1,74,183,
265,Eeli Tolvanen,R,24.4,70,191,73.4397
266,Eetu Luostarinen,C,25.1,75,190,74.1129
267,Egor Afanasyev,L,22.7,76,211,64.78350000000002
268,Egor Sokolov,L,23.3,75,222,57.328200000000024
269,Egor Zamula,D,23.5,75,177,
270,Elias Lindholm,C,28.8,73,202,77.6194
271,Elias Pettersson,C,24.9,74,176,75.85330000000002
272,Elliot Desnoyers,L,21.7,71,183,70.05029999999994
273,Elmer Soderblom,L,22.2,80,246,62.71460000000001
274,Emil Bemstrom,R,24.3,72,195,70.4874
275,Eric Robinson,L,28.3,74,205,72.7496
276,Eric Staal,C,38.9,76,195,74.09800000000001
277,Erik Brannstrom,D,24.1,70,185,
278,Erik Cernak,D,26.3,76,224,
279,Erik Gudbranson,D,31.7,77,222,
280,Erik Gustafsson,D,31.5,72,197,
281,Erik Haula,L,32.5,71,191,72.63860000000001
282,Erik Johnson,D,35.5,76,225,
283,Erik Karlsson,D,33.3,72,190,
284,Esa Lindell,D,29.4,75,220,
285,Ethan Bear,D,26.3,71,197,
286,Evan Bouchard,D,23.9,75,194,
287,Evan Rodrigues,C,30.2,71,184,71.2913
288,Evander Kane,L,32.2,74,210,72.231
289,Evgeni Malkin,C,37.2,75,195,68.76389999999998
290,Evgenii Dadonov,R,34.6,71,189,72.5372
291,Evgeny Kuznetsov,C,31.4,74,207,71.61670000000002
292,Evgeny Svechnikov,L,26.9,75,208,70.10340000000001
293,Fabian Zetterlund,L,24.1,71,220,69.77689999999998
294,Filip Chytil,C,24.1,74,204,71.97300000000001
295,Filip Forsberg,L,29.1,73,205,71.95710000000001
296,Filip Hallander,C,23.3,73,190,63.19800000000003
297,Filip Hronek,D,25.9,72,190,
298,Filip Kral,D,23.9,74,198,
299,Filip Roos,D,24.7,76,190,
300,Filip Zadina,R,23.8,72,190,67.45960000000001
301,Frank Vatrano,R,29.6,71,197,75.56769999999996
302,Frederic Allard,D,25.8,73,179,
303,Frederick Gaudreau,C,30.4,72,184,75.92070000000001
304,Fredrik Karlstrom,C,25.7,75,200,67.3018
305,Fredrik Olofsson,L,27.3,74,190,63.69090000000002
306,Gabriel Carlsson,D,26.7,77,195,
307,Gabriel Fortier,L,23.6,70,177,71.67750000000002
308,Gabriel Vilardi,"C, R",24.1,75,215,70.5675
309,Garnet Hathaway,R,31.9,75,208,71.20710000000003
310,Gavin Bayreuther,D,29.4,73,196,
311,Givani Smith,R,25.6,74,214,64.85739999999997
312,Glenn Gawdin,C,26.5,73,191,63.694400000000016
313,Grigori Denisenko,L,23.3,71,186,65.97569999999999
314,Guillaume Brisebois,D,26.2,74,175,
315,Gustav Forsling,D,27.3,72,186,
316,Gustav Lindstrom,D,24.9,74,186,
317,Gustav Nyquist,"C, L",34.1,71,180,72.97169999999998
318,Gustav Olofsson,D,28.8,74,199,
319,Hampus Lindholm,D,29.7,76,215,
320,Hayden Hodgson,R,27.6,74,208,71.3586
321,Haydn Fleury,D,27.2,76,208,
322,Henri Jokiharju,D,24.3,72,200,
323,Henrik Borgstrom,C,26.2,75,199,67.62389999999996
324,Henry Thrun,D,22.6,74,190,
325,Hudson Fasching,R,28.2,75,204,69.0765
326,Hugh McGing,L,25.2,68,176,73.10029999999999
327,Hunter McKown,C,21.1,73,205,66.92160000000003
328,Ian Cole,D,34.6,73,225,
329,Ian Mitchell,D,24.7,71,193,
330,Ilya Lyubushkin,D,29.5,74,200,
331,Ilya Mikheyev,R,29.0,74,192,72.91510000000005
332,Isaak Phillips,D,22.0,75,205,
333,Isac Lundestrom,C,23.9,72,193,74.3356
334,Ivan Barbashev,C,27.8,73,195,72.49480000000004
335,Ivan Provorov,D,26.7,73,201,
336,J.J. Moser,D,23.3,73,173,
337,J.T. Compher,L,28.5,72,190,75.93109999999997
338,J.T. Miller,C,30.6,73,218,77.84049999999999
339,JJ Peterka,R,21.7,72,189,75.69369999999999
340,Jaccob Slavin,D,29.4,75,207,
341,Jack Drury,C,23.7,71,174,73.52590000000002
342,Jack Eichel,C,26.9,74,207,74.33089999999997
343,Jack Hughes,C,22.4,71,175,70.2738
344,Jack Johnson,D,36.7,73,227,
345,Jack McBain,C,23.7,75,201,79.5213
346,Jack Quinn,R,22.0,73,185,76.10449999999994
347,Jack Rathbone,D,24.4,70,177,
348,Jack Roslovic,C,26.7,73,200,73.13269999999997
349,Jack Studnicka,C,24.6,73,187,72.17950000000002
350,Jackson Cates,C,26.0,72,190,64.1846
351,Jackson LaCombe,D,22.7,73,171,
352,Jacob Bernard-Docker,D,23.3,72,190,
353,Jacob Bryson,D,25.9,69,176,
354,Jacob Larsson,D,26.4,74,193,
355,Jacob Lucchini,C,28.4,72,180,71.07070000000003
356,Jacob MacDonald,D,30.6,72,204,
357,Jacob Moverare,D,25.1,75,210,
358,Jacob Peterson,C,24.2,73,180,70.6078
359,Jacob Trouba,D,29.6,75,203,
360,Jaden Schwartz,C,31.3,70,185,75.2885
361,Jake Bean,D,25.3,73,196,
362,Jake Christiansen,D,24.1,72,193,
363,Jake DeBrusk,L,27.0,72,197,70.9392
364,Jake Evans,C,27.3,72,186,74.66440000000003
365,Jake Guentzel,L,29.0,71,180,73.8145
366,Jake Leschyshyn,C,24.6,71,195,66.54839999999999
367,Jake Livingstone,D,24.5,75,205,
368,Jake McCabe,D,30.0,73,204,
369,Jake Middleton,D,27.7,75,219,
370,Jake Muzzin,D,34.6,75,227,
371,Jake Neighbours,L,21.5,72,201,76.27959999999999
372,Jake Sanderson,D,21.2,75,195,
373,Jake Walman,D,27.6,74,215,
374,Jakob Chychrun,D,25.5,74,220,
375,Jakob Pelletier,L,22.6,69,170,68.30390000000003
376,Jakob Silfverberg,R,33.0,73,207,70.8959
377,Jakub Lauko,C,23.5,72,196,63.9925
378,Jakub Voracek,R,34.1,74,216,63.586999999999996
379,Jakub Vrana,L,27.6,72,190,66.25119999999998
380,Jakub Zboril,D,26.6,73,201,
381,Jalen Chatfield,D,27.4,73,188,
382,James Hamblin,L,24.4,69,176,69.32100000000005
383,James van Riemsdyk,L,34.4,75,208,73.46340000000001
384,Jamie Benn,L,34.2,74,205,75.16920000000002
385,Jamie Drysdale,D,21.5,71,183,
386,Jamie Oleksiak,D,30.8,79,257,
387,Jan Jenik,R,23.0,73,185,67.13940000000001
388,Jan Rutta,D,33.2,75,204,
389,Jani Hakanpaa,D,31.5,78,225,
390,Jansen Harkins,C,26.4,73,182,69.27919999999999
391,Jared McCann,L,27.3,73,191,72.83929999999998
392,Jared Spurgeon,D,33.8,69,166,
393,Jaret Anderson-Dolan,C,24.1,71,200,71.88010000000003
394,Jarred Tinordi,D,31.6,78,229,
395,Jason Demers,D,35.3,73,195,
396,Jason Dickinson,C,28.2,74,200,72.81149999999998
397,Jason Robertson,L,24.2,75,200,74.07499999999999
398,Jason Zucker,L,31.7,71,192,68.47040000000004
399,Jaycob Megna,D,30.8,78,220,
400,Jayson Megna,C,33.7,73,195,69.16049999999997
401,Jean-Gabriel Pageau,C,30.9,71,185,74.31870000000004
402,Jean-Luc Foudy,C,21.4,71,177,72.25160000000001
403,Jean-Sebastien Dea,C,29.6,71,174,73.41269999999997
404,Jeff Carter,C,38.7,75,219,71.23179999999996
405,Jeff Petry,D,35.8,75,209,
406,Jeff Skinner,L,31.4,71,197,74.95940000000002
407,Jeffrey Viel,L,26.7,74,205,68.82620000000001
408,Jeremy Davies,D,26.8,71,180,
409,Jeremy Lauzon,D,26.4,73,204,
410,Jesper Boqvist,C,24.9,72,180,69.79259999999998
411,Jesper Bratt,L,25.2,70,175,74.34810000000002
412,Jesper Fast,R,31.8,73,191,74.3355
413,Jesper Froden,R,29.0,70,179,70.9957
414,Jesperi Kotkaniemi,C,23.2,74,201,72.42419999999998
415,Jesse Puljujarvi,R,25.4,76,201,72.19649999999999
416,Jesse Ylonen,R,24.0,73,188,67.49069999999999
417,Jimmy Vesey,L,30.4,75,202,72.57410000000003
418,Joe Pavelski,C,39.2,71,200,78.162
419,Joe Snively,C,27.7,69,176,70.54249999999998
420,Joe Veleno,C,23.7,73,203,73.4268
421,Joel Armia,R,30.3,75,216,68.55659999999999
422,Joel Edmundson,D,30.3,77,221,
423,Joel Eriksson Ek,C,26.7,75,207,75.60649999999998
424,Joel Farabee,L,23.6,72,183,72.65479999999998
425,Joel Hanley,D,32.3,71,190,
426,Joel Kiviranta,L,27.5,71,185,69.6529
427,Joel Teasdale,L,24.6,72,212,68.00329999999998
428,Joey Anderson,R,25.3,72,207,66.91970000000003
429,John Carlson,D,33.7,75,215,
430,John Hayden,C,28.6,75,223,61.67249999999999
431,John Klingberg,D,31.1,75,190,
432,John Leonard,L,25.2,71,196,66.48500000000004
433,John Marino,D,26.4,73,181,
434,John Tavares,C,33.0,73,216,75.96799999999999
435,Johnathan Kovacevic,D,26.2,76,208,
436,Johnny Gaudreau,L,30.1,69,165,78.01209999999998
437,Jon Merrill,D,31.7,75,204,
438,Jonah Gadjovich,L,25.0,74,209,69.32179999999998
439,Jonas Brodin,D,30.2,74,196,
440,Jonas Rondbjerg,R,24.5,74,203,63.781200000000034
441,Jonas Siegenthaler,D,26.4,74,218,
442,Jonatan Berggren,R,23.2,71,197,70.5523
443,Jonathan Drouin,L,28.5,71,198,69.91140000000001
444,Jonathan Gruden,C,23.4,72,172,71.3778
445,Jonathan Huberdeau,C,30.3,73,200,76.8186
